customer_id,income_tier,car_model,battery_capacity_kwh
C0561,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0562,Low-Mid,Ampere Nexus,30.0
C0563,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0564,Low-Mid,Citroen eC3 Feel,29.2
C0565,Low-Mid,Ather 450X (4W equiv),20.0
C0566,High,Volvo XC40 Recharge,75.0
C0567,Low-Mid,Tata Tiago EV,24.0
C0568,Low-Mid,Greaves Eltra,16.0
C0569,Low-Mid,Tata Tiago EV,24.0
C0570,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0571,Low-Mid,Greaves Eltra,16.0
C0572,Low-Mid,Citroen eC3 Feel,29.2
C0573,Mid-Range,Tata Punch EV,35.0
C0574,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0575,Low-Mid,Greaves Eltra,16.0
C0576,Low-Mid,Citroen eC3 Feel,29.2
C0577,Mid-Range,Tata Tigor EV,26.0
C0578,Low-Mid,Hero Electric Optima,12.0
C0579,Mid-Range,Citroen eC3,29.2
C0580,Mid-Range,Tata Tigor EV,26.0
C0581,Low-Mid,Ampere Nexus,30.0
C0582,Low-Mid,Hero Electric Optima,12.0
C0583,Low-Mid,Greaves Eltra,16.0
C0584,Mid-Range,MG Comet EV,17.3
C0585,Mid-Range,Mahindra e2o Plus,18.5
C0586,Low-Mid,Citroen eC3 Feel,29.2
C0587,High,MG ZS EV Exclusive,50.3
C0588,Mid-Range,Mahindra e2o Plus,18.5
C0589,Low-Mid,Tata Tigor EV Base,21.5
C0590,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0591,Mid-Range,Mahindra e2o Plus,18.5
C0592,High,BMW iX1,66.5
C0593,Low-Mid,Greaves Eltra,16.0
C0594,Low-Mid,Tata Tigor EV Base,21.5
C0595,Low-Mid,Tata Tigor EV Base,21.5
C0596,Low-Mid,Ather 450X (4W equiv),20.0
C0597,Low-Mid,Tata Tiago EV,24.0
C0598,Low-Mid,Ampere Nexus,30.0
C0599,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0600,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0601,Low-Mid,Hero Electric Optima,12.0
C0602,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0603,Mid-Range,Tata Punch EV,35.0
C0604,Low-Mid,Greaves Eltra,16.0
C0605,Mid-Range,Tata Punch EV,35.0
C0606,Low-Mid,Tata Tigor EV Base,21.5
C0607,Mid-Range,Tata Tigor EV,26.0
C0608,Mid-Range,Hyundai Kona Electric,39.2
C0609,Low-Mid,Ather 450X (4W equiv),20.0
C0610,High,Mercedes EQB,66.5
C0611,Mid-Range,Tata Tigor EV,26.0
C0612,High,Kia EV6,77.4
C0613,Low-Mid,Greaves Eltra,16.0
C0614,Low-Mid,Greaves Eltra,16.0
C0615,Low-Mid,Greaves Eltra,16.0
C0616,Low-Mid,Ather 450X (4W equiv),20.0
C0617,Low-Mid,Ather 450X (4W equiv),20.0
C0618,Low-Mid,Ampere Nexus,30.0
C0619,High,BMW iX1,66.5
C0620,Mid-Range,Tata Tigor EV,26.0
C0621,Low-Mid,Tata Tigor EV Base,21.5
C0622,High,Hyundai Ioniq 5,72.6
C0623,Low-Mid,Ather 450X (4W equiv),20.0
C0624,Low-Mid,Greaves Eltra,16.0
C0625,Mid-Range,Hyundai Kona Electric,39.2
C0626,Mid-Range,Citroen eC3,29.2
C0627,Low-Mid,Ather 450X (4W equiv),20.0
C0628,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0629,Low-Mid,Citroen eC3 Feel,29.2
C0630,Low-Mid,Ather 450X (4W equiv),20.0
C0631,Mid-Range,Tata Tigor EV,26.0
C0632,Low-Mid,Hero Electric Optima,12.0
C0633,Low-Mid,Ampere Nexus,30.0
C0634,Mid-Range,MG Comet EV,17.3
C0635,Low-Mid,Citroen eC3 Feel,29.2
C0636,Low-Mid,Tata Tiago EV,24.0
C0637,Mid-Range,Tata Nexon EV,30.2
C0638,Mid-Range,Tata Nexon EV,30.2
C0639,Mid-Range,Citroen eC3,29.2
C0640,Low-Mid,Hero Electric Optima,12.0
C0641,Mid-Range,Tata Nexon EV,30.2
C0642,Low-Mid,Ather 450X (4W equiv),20.0
C0643,Mid-Range,Citroen eC3,29.2
C0644,Mid-Range,Tata Tigor EV,26.0
C0645,Mid-Range,Citroen eC3,29.2
C0646,High,Tata Nexon EV Max,40.5
C0647,Low-Mid,Tata Tiago EV,24.0
C0648,Mid-Range,Tata Punch EV,35.0
C0649,Mid-Range,MG Comet EV,17.3
C0650,Mid-Range,Tata Tigor EV,26.0
C0651,Low-Mid,Ampere Nexus,30.0
C0652,Low-Mid,Tata Tiago EV,24.0
C0653,High,MG ZS EV Exclusive,50.3
C0654,Mid-Range,Mahindra e2o Plus,18.5
C0655,Mid-Range,Tata Nexon EV,30.2
C0656,Low-Mid,Ampere Nexus,30.0
C0657,Low-Mid,Tata Tigor EV Base,21.5
C0658,Mid-Range,MG Comet EV,17.3
C0659,High,Volvo XC40 Recharge,75.0
C0660,High,Mercedes EQB,66.5
C0661,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0662,Mid-Range,Tata Nexon EV,30.2
C0663,Low-Mid,Tata Tigor EV Base,21.5
C0664,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0665,Low-Mid,Greaves Eltra,16.0
C0666,Low-Mid,Greaves Eltra,16.0
C0667,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0668,Low-Mid,Ampere Nexus,30.0
C0669,High,Audi e-tron 55,95.0
C0670,Low-Mid,Ather 450X (4W equiv),20.0
C0671,Low-Mid,Hero Electric Optima,12.0
C0672,High,Hyundai Ioniq 5,72.6
C0673,Mid-Range,Mahindra e2o Plus,18.5
C0674,Mid-Range,Tata Tigor EV,26.0
C0675,Low-Mid,Ather 450X (4W equiv),20.0
C0676,Low-Mid,Citroen eC3 Feel,29.2
C0677,Low-Mid,Greaves Eltra,16.0
C0678,Low-Mid,Tata Tigor EV Base,21.5
C0679,Low-Mid,Tata Tigor EV Base,21.5
C0680,Low-Mid,Citroen eC3 Feel,29.2
C0681,Low-Mid,Greaves Eltra,16.0
C0682,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0683,Low-Mid,Ampere Nexus,30.0
C0684,Low-Mid,Tata Tigor EV Base,21.5
C0685,High,Tata Nexon EV Max,40.5
C0686,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0687,Low-Mid,Greaves Eltra,16.0
C0688,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0689,High,Tata Nexon EV Max,40.5
C0690,Mid-Range,MG Comet EV,17.3
C0691,Low-Mid,Greaves Eltra,16.0
C0692,Mid-Range,Mahindra e2o Plus,18.5
C0693,High,BYD Atto 3 Superior,60.5
C0694,Mid-Range,Mahindra e2o Plus,18.5
C0695,High,Hyundai Ioniq 5,72.6
C0696,Mid-Range,Tata Nexon EV,30.2
C0697,Mid-Range,Tata Punch EV,35.0
C0698,Low-Mid,Ampere Nexus,30.0
C0699,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0700,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0701,High,Tata Nexon EV Max,40.5
C0702,Mid-Range,Tata Tigor EV,26.0
C0703,Low-Mid,Hero Electric Optima,12.0
C0704,Mid-Range,Hyundai Kona Electric,39.2
C0705,High,Kia EV6,77.4
C0706,Low-Mid,Citroen eC3 Feel,29.2
C0707,Low-Mid,Tata Tiago EV,24.0
C0708,Low-Mid,Hero Electric Optima,12.0
C0709,Low-Mid,Ampere Nexus,30.0
C0710,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0711,High,Audi e-tron 55,95.0
C0712,Low-Mid,Hero Electric Optima,12.0
C0713,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0714,Mid-Range,Citroen eC3,29.2
C0715,Mid-Range,Tata Nexon EV,30.2
C0716,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0717,High,Mercedes EQB,66.5
C0718,Low-Mid,Ather 450X (4W equiv),20.0
C0719,Low-Mid,Citroen eC3 Feel,29.2
C0720,Low-Mid,Greaves Eltra,16.0
C0721,Mid-Range,MG Comet EV,17.3
C0722,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0723,Low-Mid,Tata Tiago EV,24.0
C0724,High,MG ZS EV Exclusive,50.3
C0725,Low-Mid,Ampere Nexus,30.0
C0726,Mid-Range,Mahindra e2o Plus,18.5
C0727,Low-Mid,Tata Tigor EV Base,21.5
C0728,High,Volvo XC40 Recharge,75.0
C0729,Low-Mid,Citroen eC3 Feel,29.2
C0730,Low-Mid,Ampere Nexus,30.0
C0731,Low-Mid,Ather 450X (4W equiv),20.0
C0732,Low-Mid,Ather 450X (4W equiv),20.0
C0733,Mid-Range,Hyundai Kona Electric,39.2
C0734,Mid-Range,Mahindra e2o Plus,18.5
C0735,High,Volvo XC40 Recharge,75.0
C0736,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0737,Low-Mid,Greaves Eltra,16.0
C0738,High,BYD Atto 3 Superior,60.5
C0739,Low-Mid,Tata Tigor EV Base,21.5
C0740,Low-Mid,Hero Electric Optima,12.0
C0741,Low-Mid,Tata Tigor EV Base,21.5
C0742,Low-Mid,Ather 450X (4W equiv),20.0
C0743,Mid-Range,Tata Punch EV,35.0
C0744,Low-Mid,Ampere Nexus,30.0
C0745,Mid-Range,Tata Tigor EV,26.0
C0746,High,Mercedes EQB,66.5
C0747,Low-Mid,Ampere Nexus,30.0
C0748,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0749,Low-Mid,Ather 450X (4W equiv),20.0
C0750,Low-Mid,Tata Tiago EV,24.0
C0751,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0752,Mid-Range,Tata Tigor EV,26.0
C0753,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0754,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0755,Low-Mid,Greaves Eltra,16.0
C0756,High,MG ZS EV Exclusive,50.3
C0757,High,Volvo XC40 Recharge,75.0
C0758,Mid-Range,Mahindra e2o Plus,18.5
C0759,Low-Mid,Tata Tigor EV Base,21.5
C0760,Mid-Range,MG Comet EV,17.3
C0761,Mid-Range,Citroen eC3,29.2
C0762,Low-Mid,Tata Tiago EV,24.0
C0763,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0764,Low-Mid,Tata Tigor EV Base,21.5
C0765,Mid-Range,MG Comet EV,17.3
C0766,High,BMW iX1,66.5
C0767,Mid-Range,Hyundai Kona Electric,39.2
C0768,Low-Mid,Greaves Eltra,16.0
C0769,High,MG ZS EV Exclusive,50.3
C0770,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0771,Low-Mid,Ampere Nexus,30.0
C0772,High,Tata Nexon EV Max,40.5
C0773,Low-Mid,Ather 450X (4W equiv),20.0
C0774,Low-Mid,Tata Tigor EV Base,21.5
C0775,High,Mercedes EQB,66.5
C0776,Mid-Range,Tata Nexon EV,30.2
C0777,Low-Mid,Tata Tigor EV Base,21.5
C0778,Low-Mid,Greaves Eltra,16.0
C0779,Low-Mid,Greaves Eltra,16.0
C0780,Low-Mid,Tata Tigor EV Base,21.5
C0781,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0782,High,Hyundai Ioniq 5,72.6
C0783,High,BYD Atto 3 Superior,60.5
C0784,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0785,High,Audi e-tron 55,95.0
C0786,Low-Mid,Citroen eC3 Feel,29.2
C0787,High,BYD Atto 3 Superior,60.5
C0788,Low-Mid,Tata Tigor EV Base,21.5
C0789,Low-Mid,Citroen eC3 Feel,29.2
C0790,Mid-Range,Mahindra e2o Plus,18.5
C0791,Mid-Range,Mahindra e2o Plus,18.5
C0792,Low-Mid,Citroen eC3 Feel,29.2
C0793,Mid-Range,Tata Tigor EV,26.0
C0794,Low-Mid,Hero Electric Optima,12.0
C0795,High,Volvo XC40 Recharge,75.0
C0796,Mid-Range,MG Comet EV,17.3
C0797,High,Kia EV6,77.4
C0798,High,BYD Atto 3 Superior,60.5
C0799,Low-Mid,Tata Tigor EV Base,21.5
C0800,Low-Mid,Ather 450X (4W equiv),20.0
C0801,High,Hyundai Ioniq 5,72.6
C0802,Low-Mid,Ampere Nexus,30.0
C0803,High,Volvo XC40 Recharge,75.0
C0804,Low-Mid,Greaves Eltra,16.0
C0805,Low-Mid,Hero Electric Optima,12.0
C0806,Mid-Range,MG Comet EV,17.3
C0807,Low-Mid,Ampere Nexus,30.0
C0808,High,Volvo XC40 Recharge,75.0
C0809,Mid-Range,Citroen eC3,29.2
C0810,Mid-Range,MG Comet EV,17.3
C0811,Mid-Range,Tata Tigor EV,26.0
C0812,Low-Mid,Hero Electric Optima,12.0
C0813,Low-Mid,Greaves Eltra,16.0
C0814,Mid-Range,Citroen eC3,29.2
C0815,Low-Mid,Tata Tigor EV Base,21.5
C0816,Low-Mid,Tata Tigor EV Base,21.5
C0817,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0818,Low-Mid,Citroen eC3 Feel,29.2
C0819,Mid-Range,Citroen eC3,29.2
C0820,Mid-Range,Hyundai Kona Electric,39.2
C0821,Low-Mid,Tata Tigor EV Base,21.5
C0822,High,Kia EV6,77.4
C0823,Low-Mid,Tata Tigor EV Base,21.5
C0824,Mid-Range,Tata Nexon EV,30.2
C0825,High,BMW iX1,66.5
C0826,Mid-Range,Tata Tigor EV,26.0
C0827,Mid-Range,MG Comet EV,17.3
C0828,Mid-Range,MG Comet EV,17.3
C0829,High,Audi e-tron 55,95.0
C0830,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0831,Mid-Range,Tata Nexon EV,30.2
C0832,Low-Mid,Hero Electric Optima,12.0
C0833,Low-Mid,Tata Tiago EV,24.0
C0834,Mid-Range,MG Comet EV,17.3
C0835,Low-Mid,Tata Tigor EV Base,21.5
C0836,Low-Mid,Tata Tigor EV Base,21.5
C0837,High,MG ZS EV Exclusive,50.3
C0838,Low-Mid,Tata Tiago EV,24.0
C0839,Low-Mid,Citroen eC3 Feel,29.2
C0840,High,BMW iX1,66.5
C0841,Low-Mid,Hero Electric Optima,12.0
C0842,Low-Mid,Ather 450X (4W equiv),20.0
C0843,Low-Mid,Tata Tiago EV,24.0
C0844,Mid-Range,Hyundai Kona Electric,39.2
C0845,Mid-Range,Tata Tigor EV,26.0
C0846,High,Mercedes EQB,66.5
C0847,Mid-Range,Mahindra e2o Plus,18.5
C0848,Mid-Range,Tata Nexon EV,30.2
C0849,Low-Mid,Tata Tigor EV Base,21.5
C0850,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0851,Mid-Range,Citroen eC3,29.2
C0852,Mid-Range,Hyundai Kona Electric,39.2
C0853,Low-Mid,Greaves Eltra,16.0
C0854,Low-Mid,Tata Tiago EV,24.0
C0855,Mid-Range,Mahindra e2o Plus,18.5
C0856,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0857,Low-Mid,Tata Tiago EV,24.0
C0858,Low-Mid,Citroen eC3 Feel,29.2
C0859,Mid-Range,MG Comet EV,17.3
C0860,Mid-Range,Citroen eC3,29.2
C0861,Low-Mid,Ampere Nexus,30.0
C0862,Low-Mid,Tata Tigor EV Base,21.5
C0863,Mid-Range,Tata Punch EV,35.0
C0864,High,MG ZS EV Exclusive,50.3
C0865,Mid-Range,Mahindra e2o Plus,18.5
C0866,Low-Mid,Hero Electric Optima,12.0
C0867,High,Kia EV6,77.4
C0868,Low-Mid,Hero Electric Optima,12.0
C0869,Low-Mid,Ather 450X (4W equiv),20.0
C0870,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0871,Low-Mid,Ampere Nexus,30.0
C0872,Low-Mid,Greaves Eltra,16.0
C0873,Mid-Range,Tata Tigor EV,26.0
C0874,Mid-Range,Tata Tigor EV,26.0
C0875,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0876,High,MG ZS EV Exclusive,50.3
C0877,Low-Mid,Citroen eC3 Feel,29.2
C0878,Low-Mid,Tata Tigor EV Base,21.5
C0879,High,BMW iX1,66.5
C0880,Low-Mid,Hero Electric Optima,12.0
C0881,High,Hyundai Ioniq 5,72.6
C0882,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0883,High,BYD Atto 3 Superior,60.5
C0884,Mid-Range,Hyundai Kona Electric,39.2
C0885,High,Hyundai Ioniq 5,72.6
C0886,Mid-Range,MG Comet EV,17.3
C0887,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0888,Low-Mid,Ather 450X (4W equiv),20.0
C0889,Mid-Range,Tata Nexon EV,30.2
C0890,Low-Mid,Hero Electric Optima,12.0
C0891,Low-Mid,Greaves Eltra,16.0
C0892,Mid-Range,MG Comet EV,17.3
C0893,Low-Mid,Ather 450X (4W equiv),20.0
C0894,High,Kia EV6,77.4
C0895,Low-Mid,Hero Electric Optima,12.0
C0896,High,BYD Atto 3 Superior,60.5
C0897,Low-Mid,Citroen eC3 Feel,29.2
C0898,Low-Mid,Hero Electric Optima,12.0
C0899,Mid-Range,Tata Nexon EV,30.2
C0900,Low-Mid,Citroen eC3 Feel,29.2
C0901,High,Tata Nexon EV Max,40.5
C0902,Low-Mid,Ampere Nexus,30.0
C0903,Mid-Range,Citroen eC3,29.2
C0904,Low-Mid,Ather 450X (4W equiv),20.0
C0905,High,Mercedes EQB,66.5
C0906,Low-Mid,Greaves Eltra,16.0
C0907,High,Audi e-tron 55,95.0
C0908,Mid-Range,Hyundai Kona Electric,39.2
C0909,Low-Mid,Ampere Nexus,30.0
C0910,Mid-Range,Tata Punch EV,35.0
C0911,Low-Mid,Tata Tiago EV,24.0
C0912,Low-Mid,Hero Electric Optima,12.0
C0913,Mid-Range,Tata Nexon EV,30.2
C0914,Mid-Range,Tata Nexon EV,30.2
C0915,Mid-Range,Tata Punch EV,35.0
C0916,Low-Mid,Ather 450X (4W equiv),20.0
C0917,High,BYD Atto 3 Superior,60.5
C0918,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0919,Mid-Range,Hyundai Kona Electric,39.2
C0920,Mid-Range,Mahindra e2o Plus,18.5
C0921,Low-Mid,Ampere Nexus,30.0
C0922,Low-Mid,Tata Tiago EV,24.0
C0923,Mid-Range,Tata Punch EV,35.0
C0924,High,Volvo XC40 Recharge,75.0
C0925,Low-Mid,Tata Tiago EV,24.0
C0926,Mid-Range,Tata Tigor EV,26.0
C0927,Low-Mid,Hero Electric Optima,12.0
C0928,Low-Mid,Ampere Nexus,30.0
C0929,Mid-Range,Tata Punch EV,35.0
C0930,Low-Mid,Tata Tiago EV,24.0
C0931,Low-Mid,Greaves Eltra,16.0
C0932,Low-Mid,Citroen eC3 Feel,29.2
C0933,Low-Mid,Tata Tigor EV Base,21.5
C0934,Mid-Range,Citroen eC3,29.2
C0935,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0936,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0937,Low-Mid,Greaves Eltra,16.0
C0938,High,Hyundai Ioniq 5,72.6
C0939,Low-Mid,Tata Tigor EV Base,21.5
C0940,Mid-Range,Tata Nexon EV,30.2
C0941,Low-Mid,Ampere Nexus,30.0
C0942,High,Hyundai Ioniq 5,72.6
C0943,Mid-Range,MG Comet EV,17.3
C0944,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0945,Low-Mid,Ampere Nexus,30.0
C0946,High,Kia EV6,77.4
C0947,Low-Mid,Greaves Eltra,16.0
C0948,High,BYD Atto 3 Superior,60.5
C0949,Low-Mid,Tata Tiago EV,24.0
C0950,Mid-Range,Tata Punch EV,35.0
C0951,Low-Mid,Tata Tiago EV,24.0
C0952,Mid-Range,Hyundai Kona Electric,39.2
C0953,Low-Mid,Tata Tiago EV,24.0
C0954,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0955,Low-Mid,Greaves Eltra,16.0
C0956,Low-Mid,Hero Electric Optima,12.0
C0957,Low-Mid,Tata Tiago EV,24.0
C0958,High,Hyundai Ioniq 5,72.6
C0959,Low-Mid,Hero Electric Optima,12.0
C0960,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0961,Low-Mid,Greaves Eltra,16.0
C0962,Low-Mid,Ampere Nexus,30.0
C0963,High,BYD Atto 3 Superior,60.5
C0964,Mid-Range,MG Comet EV,17.3
C0965,Low-Mid,Hero Electric Optima,12.0
C0966,Low-Mid,Tata Tiago EV,24.0
C0967,Low-Mid,Hero Electric Optima,12.0
C0968,Low-Mid,Citroen eC3 Feel,29.2
C0969,Mid-Range,Tata Tigor EV,26.0
C0970,Low-Mid,Tata Tigor EV Base,21.5
C0971,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0972,Mid-Range,Citroen eC3,29.2
C0973,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0974,Low-Mid,Citroen eC3 Feel,29.2
C0975,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0976,Mid-Range,Citroen eC3,29.2
C0977,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0978,Mid-Range,Hyundai Kona Electric,39.2
C0979,Low-Mid,Ather 450X (4W equiv),20.0
C0980,Mid-Range,MG Comet EV,17.3
C0981,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0982,Mid-Range,Hyundai Kona Electric,39.2
C0983,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0984,High,MG ZS EV Exclusive,50.3
C0985,Mid-Range,Tata Tigor EV,26.0
C0986,Low-Mid,Tata Tigor EV Base,21.5
C0987,Mid-Range,Tata Tigor EV,26.0
C0988,Low-Mid,Ampere Nexus,30.0
C0989,Low-Mid,Ather 450X (4W equiv),20.0
C0990,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0991,High,Volvo XC40 Recharge,75.0
C0992,Mid-Range,Citroen eC3,29.2
C0993,Mid-Range,Tata Punch EV,35.0
C0994,Mid-Range,Tata Nexon EV,30.2
C0995,Mid-Range,Tata Tigor EV,26.0
C0996,Mid-Range,Mahindra XUV400 EC Pro,39.4
C0997,Low-Mid,Ola S1 Pro (4W equiv),22.0
C0998,High,Tata Nexon EV Max,40.5
C0999,Mid-Range,Tata Nexon EV,30.2
C1000,Low-Mid,Greaves Eltra,16.0
C1001,High,Audi e-tron 55,95.0
C1002,High,BMW iX1,66.5
C1003,Mid-Range,MG Comet EV,17.3
C1004,Low-Mid,Ather 450X (4W equiv),20.0
C1005,Low-Mid,Ola S1 Pro (4W equiv),22.0
C1006,Mid-Range,Tata Nexon EV,30.2
C1007,Low-Mid,Tata Tigor EV Base,21.5
C1008,Mid-Range,Tata Punch EV,35.0
C1009,Mid-Range,Tata Tigor EV,26.0
C1010,Low-Mid,Tata Tiago EV,24.0
C1011,Low-Mid,Tata Tigor EV Base,21.5
C1012,Low-Mid,Citroen eC3 Feel,29.2
C1013,Mid-Range,Mahindra XUV400 EC Pro,39.4
C1014,High,BMW iX1,66.5
C1015,Low-Mid,Hero Electric Optima,12.0
C1016,High,MG ZS EV Exclusive,50.3
C1017,Low-Mid,Ampere Nexus,30.0
C1018,Mid-Range,Citroen eC3,29.2
C1019,High,Mercedes EQB,66.5
C1020,Low-Mid,Tata Tigor EV Base,21.5
C1021,High,MG ZS EV Exclusive,50.3
C1022,Mid-Range,Mahindra XUV400 EC Pro,39.4
C1023,High,BMW iX1,66.5
C1024,Low-Mid,Tata Tiago EV,24.0
C1025,Low-Mid,Tata Tigor EV Base,21.5
C1026,Low-Mid,Ola S1 Pro (4W equiv),22.0
C1027,Low-Mid,Greaves Eltra,16.0
C1028,Mid-Range,Mahindra e2o Plus,18.5
C1029,High,Kia EV6,77.4
C1030,Mid-Range,Tata Nexon EV,30.2
C1031,Low-Mid,Greaves Eltra,16.0
C1032,Low-Mid,Greaves Eltra,16.0
C1033,High,Audi e-tron 55,95.0
C1034,Low-Mid,Hero Electric Optima,12.0
C1035,High,Mercedes EQB,66.5
C1036,Mid-Range,MG Comet EV,17.3
C1037,Low-Mid,Ola S1 Pro (4W equiv),22.0
C1038,High,BYD Atto 3 Superior,60.5
C1039,Low-Mid,Ola S1 Pro (4W equiv),22.0
C1040,Mid-Range,Citroen eC3,29.2
C1041,Low-Mid,Citroen eC3 Feel,29.2
C1042,Low-Mid,Hero Electric Optima,12.0
C1043,Mid-Range,Tata Nexon EV,30.2
C1044,High,Tata Nexon EV Max,40.5
C1045,Low-Mid,Citroen eC3 Feel,29.2
C1046,Mid-Range,Tata Nexon EV,30.2
C1047,Mid-Range,MG Comet EV,17.3
C1048,Mid-Range,Tata Punch EV,35.0
C1049,Mid-Range,Mahindra XUV400 EC Pro,39.4
C1050,Mid-Range,Tata Punch EV,35.0
C1051,Low-Mid,Ola S1 Pro (4W equiv),22.0
C1052,Mid-Range,Tata Nexon EV,30.2
C1053,Low-Mid,Hero Electric Optima,12.0
C1054,High,Audi e-tron 55,95.0
C1055,Low-Mid,Greaves Eltra,16.0
C1056,Low-Mid,Ampere Nexus,30.0
C1057,Mid-Range,MG Comet EV,17.3
C1058,Low-Mid,Tata Tigor EV Base,21.5
C1059,Mid-Range,Tata Nexon EV,30.2
C1060,Mid-Range,Tata Tigor EV,26.0
C1061,Low-Mid,Hero Electric Optima,12.0
C1062,Low-Mid,Greaves Eltra,16.0
C1063,High,Kia EV6,77.4
C1064,Low-Mid,Tata Tiago EV,24.0
C1065,Low-Mid,Ampere Nexus,30.0
C1066,Low-Mid,Citroen eC3 Feel,29.2
C1067,Low-Mid,Citroen eC3 Feel,29.2
C1068,Low-Mid,Citroen eC3 Feel,29.2
C1069,High,Kia EV6,77.4
C1070,High,Hyundai Ioniq 5,72.6
C1071,Low-Mid,Ola S1 Pro (4W equiv),22.0
C1072,Low-Mid,Ampere Nexus,30.0
C1073,Mid-Range,Citroen eC3,29.2
C1074,Low-Mid,Ampere Nexus,30.0
C1075,Low-Mid,Greaves Eltra,16.0
C1076,Mid-Range,Citroen eC3,29.2
C1077,High,BYD Atto 3 Superior,60.5
C1078,Low-Mid,Greaves Eltra,16.0
C1079,Mid-Range,Mahindra e2o Plus,18.5
C1080,Low-Mid,Ather 450X (4W equiv),20.0
C1081,Low-Mid,Ampere Nexus,30.0
C1082,Mid-Range,Mahindra XUV400 EC Pro,39.4
C1083,Mid-Range,Citroen eC3,29.2
C1084,Low-Mid,Greaves Eltra,16.0
C1085,Mid-Range,Mahindra XUV400 EC Pro,39.4
C1086,Low-Mid,Ampere Nexus,30.0
C1087,Mid-Range,Tata Punch EV,35.0
C1088,Low-Mid,Greaves Eltra,16.0
C1089,Low-Mid,Citroen eC3 Feel,29.2
C1090,High,Kia EV6,77.4
C1091,Low-Mid,Hero Electric Optima,12.0
C1092,Low-Mid,Ampere Nexus,30.0
C1093,Low-Mid,Ola S1 Pro (4W equiv),22.0
C1094,Low-Mid,Tata Tigor EV Base,21.5
C1095,Low-Mid,Ola S1 Pro (4W equiv),22.0
C1096,Mid-Range,Hyundai Kona Electric,39.2
C1097,Mid-Range,Citroen eC3,29.2
C1098,Low-Mid,Ampere Nexus,30.0
C1099,Mid-Range,Hyundai Kona Electric,39.2
C1100,Low-Mid,Tata Tiago EV,24.0
C1101,Low-Mid,Hero Electric Optima,12.0
C1102,Mid-Range,MG Comet EV,17.3
C1103,Low-Mid,Tata Tiago EV,24.0
C1104,Low-Mid,Tata Tigor EV Base,21.5
C1105,Low-Mid,Tata Tiago EV,24.0
C1106,Mid-Range,Hyundai Kona Electric,39.2
C1107,Low-Mid,Tata Tiago EV,24.0
C1108,High,Volvo XC40 Recharge,75.0
C1109,Mid-Range,Tata Tigor EV,26.0
C1110,High,BYD Atto 3 Superior,60.5
C1111,Mid-Range,MG Comet EV,17.3
C1112,Low-Mid,Ampere Nexus,30.0
C1113,Low-Mid,Hero Electric Optima,12.0
C1114,High,Audi e-tron 55,95.0
